,animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
889,A732354,*Princess,2016-08-24 17:11:00,2016-08-24T17:11:00.000,2016-02-06T00:00:00.000,Adoption,Dog,Spayed Female,6 months,Australian Cattle Dog Mix,White,
890,A734313,,2016-09-08 14:23:00,2016-09-08T14:23:00.000,2012-09-04T00:00:00.000,Transfer,Dog,Intact Male,4 years,Boxer Mix,Brown Brindle/White,Partner
891,A795005,Hunter,2019-09-06 15:36:00,2019-09-06T15:36:00.000,2019-04-22T00:00:00.000,Transfer,Dog,Neutered Male,4 months,Pointer Mix,Fawn,Partner
892,A813028,,2020-02-04 11:07:00,2020-02-04T11:07:00.000,2018-02-02T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Black/Brown,Rabies Risk
893,A697429,*Willow,2015-03-12 18:18:00,2015-03-12T18:18:00.000,2013-08-23T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Border Collie/Pointer,Black/White,
894,A673221,Timmie,2014-02-28 15:24:00,2014-02-28T15:24:00.000,2013-09-20T00:00:00.000,Adoption,Dog,Spayed Female,5 months,Dachshund Mix,Brown,
895,A744862,*Penny,2017-03-31 14:45:00,2017-03-31T14:45:00.000,2013-03-14T00:00:00.000,Adoption,Dog,Spayed Female,4 years,Dachshund/Rat Terrier,Red/White,
896,A687756,Luna,2014-09-12 12:33:00,2014-09-12T12:33:00.000,2014-06-29T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point,
897,A768906,*Peaches,2018-04-24 19:12:00,2018-04-24T19:12:00.000,2014-03-27T00:00:00.000,Return to Owner,Cat,Spayed Female,4 years,Siamese Mix,Tortie,
898,A776657,Margarita,2018-10-09 11:29:00,2018-10-09T11:29:00.000,2018-06-10T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,Foster
899,A701885,Jax,2015-05-22 19:17:00,2015-05-22T19:17:00.000,2014-05-05T00:00:00.000,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,
900,A677041,*Avery,2014-05-26 18:07:00,2014-05-26T18:07:00.000,2014-03-12T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Border Collie Mix,Black,Foster
901,A808988,,2019-11-26 17:33:00,2019-11-26T17:33:00.000,2019-09-09T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,
902,A803123,Gizmo,2019-09-01 15:33:00,2019-09-01T15:33:00.000,2019-06-12T00:00:00.000,Adoption,Cat,Intact Male,2 months,Domestic Shorthair,Black/White,
903,A666077,Sabrina,2014-02-01 17:59:00,2014-02-01T17:59:00.000,2013-08-11T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black,
904,A706459,Furiosa,2015-08-15 18:46:00,2015-08-15T18:46:00.000,2015-04-14T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue Tabby,
905,A883179,,2023-06-13 18:40:00,2023-06-13T18:40:00.000,2023-05-22T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Medium Hair,Brown Tabby,Partner
906,A838342,*Burgoo,2021-07-14 17:53:00,2021-07-14T17:53:00.000,2017-07-07T00:00:00.000,Adoption,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown,
907,A766561,,2018-02-17 16:27:00,2018-02-17T16:27:00.000,2015-02-11T00:00:00.000,Transfer,Dog,Neutered Male,3 years,Pug Mix,Black/White,Partner
908,A799660,403 Grams,2019-07-10 19:29:00,2019-07-10T19:29:00.000,2019-07-07T00:00:00.000,Transfer,Dog,Intact Male,3 days,Labrador Retriever Mix,Brown,Partner
909,A833056,Piccolo,2021-05-01 14:09:00,2021-05-01T14:09:00.000,2021-01-06T00:00:00.000,Adoption,Dog,Neutered Male,3 months,Labrador Retriever Mix,Brown/White,Offsite
910,A845149,Nava,2021-10-28 18:13:00,2021-10-28T18:13:00.000,2021-08-20T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Pit Bull,Brown Brindle/White,
911,A819044,*Oliver,2020-08-27 10:43:00,2020-08-27T10:43:00.000,2020-04-28T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White,Foster
912,A737585,Snickers,2016-12-09 18:45:00,2016-12-09T18:45:00.000,2016-09-01T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue/White,
913,A786074,,2018-12-20 17:24:00,2018-12-20T17:24:00.000,2018-04-16T00:00:00.000,Adoption,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Black/White,
914,A835081,,2021-05-24 12:06:00,2021-05-24T12:06:00.000,2021-04-27T00:00:00.000,Transfer,Cat,Intact Female,3 weeks,Siamese,Seal Point/White,Partner
915,A819299,*Turkey Lurkey,2020-08-07 14:36:00,2020-08-07T14:36:00.000,2020-05-25T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,Foster
916,A807768,,2019-11-06 18:27:00,2019-11-06T18:27:00.000,2012-10-29T00:00:00.000,Adoption,Dog,Neutered Male,7 years,Great Pyrenees,White,
917,A723110,,2016-03-31 11:41:00,2016-03-31T11:41:00.000,2015-09-26T00:00:00.000,Transfer,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black,Partner
918,A741991,Styx,2017-01-16 17:22:00,2017-01-16T17:22:00.000,2016-10-28T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black,
919,A759181,,2017-09-28 00:00:00,2017-09-28T00:00:00.000,2017-08-28T00:00:00.000,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White,Partner
920,A747585,Joy,2017-04-26 17:59:00,2017-04-26T17:59:00.000,2016-04-21T00:00:00.000,Rto-Adopt,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White,
921,A752526,,2017-06-24 10:48:00,2017-06-24T10:48:00.000,2015-06-23T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat Mix,Black,Rabies Risk
922,A775839,Rambo,2018-07-07 14:54:00,2018-07-07T14:54:00.000,2016-07-05T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Labrador Retriever/Pit Bull,Black/White,
923,A868958,*Draper,2023-01-07 10:08:00,2023-01-07T10:08:00.000,2022-06-10T00:00:00.000,Adoption,Dog,Neutered Male,6 months,Australian Cattle Dog Mix,Brown/White,Foster
924,A673079,*Tinsel,2014-03-05 17:10:00,2014-03-05T17:10:00.000,2013-02-19T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Yorkshire Terrier Mix,Gray/Tan,
925,A722894,,2016-03-23 17:35:00,2016-03-23T17:35:00.000,2015-09-23T00:00:00.000,Euthanasia,Other,Unknown,5 months,Bat,Brown,Rabies Risk
926,A681346,*Jon Snow,2014-06-29 15:48:00,2014-06-29T15:48:00.000,2014-03-24T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,
927,A700106,Mr.Gray,2015-04-20 14:08:00,2015-04-20T14:08:00.000,2014-04-08T00:00:00.000,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby,Partner
928,A729401,,2016-06-27 00:00:00,2016-06-27T00:00:00.000,2016-04-02T00:00:00.000,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,Partner
929,A768216,Sweetie,2019-01-30 14:47:00,2019-01-30T14:47:00.000,2016-03-15T00:00:00.000,Transfer,Dog,Spayed Female,2 years,Pug Mix,Fawn,Partner
930,A780869,,2018-10-15 16:52:00,2018-10-15T16:52:00.000,2016-09-21T00:00:00.000,Transfer,Cat,Intact Female,2 years,Domestic Medium Hair Mix,White/Gray,Snr
931,A677445,Pirate,2015-03-17 14:49:00,2015-03-17T14:49:00.000,2008-07-25T00:00:00.000,Return to Owner,Dog,Neutered Male,6 years,Pug Mix,Fawn/Black,
932,A806164,Maya,2019-10-16 18:10:00,2019-10-16T18:10:00.000,2019-07-29T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,
933,A823747,,2020-10-03 17:35:00,2020-10-03T17:35:00.000,2018-09-29T00:00:00.000,Euthanasia,Cat,Intact Female,2 years,Domestic Shorthair,Calico,Suffering
934,A700772,*Suzuki,2015-04-24 15:36:00,2015-04-24T15:36:00.000,2015-01-28T00:00:00.000,Transfer,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White,Partner
935,A666752,Floyd,2013-11-07 18:06:00,2013-11-07T18:06:00.000,2012-11-06T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Australian Kelpie/Whippet,Brown Brindle/White,
936,A721240,*Burt,2016-05-01 12:44:00,2016-05-01T12:44:00.000,2016-02-16T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,
937,A763082,,2017-12-07 11:06:00,2017-12-07T11:06:00.000,2015-12-02T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Standard Poodle,White,Partner
938,A808996,,2019-11-21 15:06:00,2019-11-21T15:06:00.000,2017-11-17T00:00:00.000,Transfer,Cat,Intact Female,2 years,Domestic Medium Hair,Brown Tabby/White,Snr
939,A804098,*Rosita,2019-10-07 17:45:00,2019-10-07T17:45:00.000,2019-04-10T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair,Black/White,
940,A883177,,2023-06-13 18:33:00,2023-06-13T18:33:00.000,2023-06-07T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Shorthair,Gray Tabby,Partner
941,A697847,Randalls Cub,2015-03-15 13:57:00,2015-03-15T13:57:00.000,2014-03-02T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,
942,A760800,,2017-10-27 19:44:00,2017-10-27T19:44:00.000,2014-10-24T00:00:00.000,Transfer,Cat,Intact Female,3 years,Siamese,Calico Point/Gray,Snr
943,A881664,Ollie,2023-06-13 18:32:00,2023-06-13T18:32:00.000,2023-03-25T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Black,
944,A759477,,2017-10-03 15:03:00,2017-10-03T15:03:00.000,2017-01-02T00:00:00.000,Transfer,Dog,Intact Female,9 months,Chihuahua Shorthair Mix,Black/Black,Partner
945,A763292,*Michael,2018-01-13 18:21:00,2018-01-13T18:21:00.000,2016-12-06T00:00:00.000,Adoption,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,Black/White,
946,A738195,,2016-11-10 18:20:00,2016-11-10T18:20:00.000,2014-11-10T00:00:00.000,Euthanasia,Other,Unknown,2 years,Fox Mix,Red,Rabies Risk
947,A762041,Oj,2017-11-24 11:35:00,2017-11-24T11:35:00.000,2011-11-14T00:00:00.000,Return to Owner,Cat,Unknown,6 years,Domestic Shorthair Mix,Orange Tabby/White,
948,A713781,Samson,2015-10-15 18:04:00,2015-10-15T18:04:00.000,2010-07-17T00:00:00.000,Return to Owner,Dog,Neutered Male,5 years,Boxer Mix,Brown Brindle,
949,A723981,Joe,2016-08-14 12:35:00,2016-08-14T12:35:00.000,2010-08-14T00:00:00.000,Return to Owner,Dog,Neutered Male,6 years,Pit Bull/Boxer,White/Black,
950,A665610,,2013-10-20 15:00:00,2013-10-20T15:00:00.000,2013-09-28T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,Partner
951,A805630,Starr,2019-09-30 08:10:00,2019-09-30T08:10:00.000,2009-09-29T00:00:00.000,Euthanasia,Dog,Intact Female,10 years,Chihuahua Shorthair,White/Black,At Vet
952,A674952,,2014-03-20 16:31:00,2014-03-20T16:31:00.000,2013-03-20T00:00:00.000,Euthanasia,Other,Unknown,1 year,Bat Mix,Brown,Rabies Risk
953,A710757,Coraje,2016-03-15 13:32:00,2016-03-15T13:32:00.000,2014-12-27T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Pointer Mix,Tricolor,
954,A777956,*Asparagus,2018-08-21 17:26:00,2018-08-21T17:26:00.000,2018-06-10T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Pointer/Chihuahua Longhair,Sable,Foster
955,A747337,,2017-07-12 11:08:00,2017-07-12T11:08:00.000,2017-04-15T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,Foster
956,A827240,Ross 8,2021-01-07 12:40:00,2021-01-07T12:40:00.000,2019-12-16T00:00:00.000,Return to Owner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White,
957,A474852,Atlas,2016-09-09 11:06:00,2016-09-09T11:06:00.000,2006-06-10T00:00:00.000,Return to Owner,Dog,Neutered Male,10 years,German Shepherd Mix,Tan,
958,A665994,*Lihue,2013-11-05 19:22:00,2013-11-05T19:22:00.000,2013-07-25T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,
959,A762274,*Rose,2017-11-25 13:11:00,2017-11-25T13:11:00.000,2009-11-17T00:00:00.000,Transfer,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,White/Brown Tabby,Partner
960,A773787,*Scotch,2018-08-18 11:23:00,2018-08-18T11:23:00.000,2018-04-23T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Cream Tabby/White,
961,A883176,,2023-06-13 18:33:00,2023-06-13T18:33:00.000,2023-06-07T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Shorthair,Gray Tabby,Partner
962,A693856,Jizzle,2014-12-18 18:45:00,2014-12-18T18:45:00.000,2013-12-15T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Pit Bull Mix,Black/Tan,
963,A739344,Starman,2017-01-08 15:02:00,2017-01-08T15:02:00.000,2016-10-12T00:00:00.000,Adoption,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,
964,A883175,,2023-06-13 18:34:00,2023-06-13T18:34:00.000,2023-06-07T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Shorthair,Gray Tabby,Partner
965,A704378,Picasso,2015-06-30 12:13:00,2015-06-30T12:13:00.000,2012-06-08T00:00:00.000,Transfer,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby,Partner
966,A768959,Buttons,2018-03-29 11:40:00,2018-03-29T11:40:00.000,2010-03-28T00:00:00.000,Return to Owner,Dog,Neutered Male,8 years,Pekingese Mix,Black,
967,A738529,,2016-11-17 12:30:00,2016-11-17T12:30:00.000,2016-11-07T00:00:00.000,Transfer,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Tortie,Partner
968,A680546,,2014-06-10 14:31:00,2014-06-10T14:31:00.000,2012-06-04T00:00:00.000,Transfer,Dog,Spayed Female,2 years,Great Pyrenees Mix,White,Partner
969,A791858,,2019-04-04 13:34:00,2019-04-04T13:34:00.000,2013-04-02T00:00:00.000,Transfer,Cat,Intact Female,6 years,Domestic Shorthair Mix,Brown Tabby,Partner
970,A678773,,2014-05-12 18:21:00,2014-05-12T18:21:00.000,2014-05-11T00:00:00.000,Transfer,Cat,Unknown,1 day,Domestic Shorthair Mix,Torbie,Partner
971,A832999,,2021-04-20 12:37:00,2021-04-20T12:37:00.000,2021-03-31T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair,Black,Partner
972,A758217,,2017-09-19 17:55:00,2017-09-19T17:55:00.000,2017-06-26T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,
973,A682410,,2014-06-27 14:35:00,2014-06-27T14:35:00.000,2014-05-27T00:00:00.000,Euthanasia,Other,Unknown,4 weeks,Bat Mix,Red/Cream,Rabies Risk
974,A814026,,2020-02-27 16:52:00,2020-02-27T16:52:00.000,2018-02-23T00:00:00.000,Transfer,Cat,Intact Male,2 years,Domestic Shorthair,Black,Snr
975,A755385,,2017-08-14 16:11:00,2017-08-14T16:11:00.000,2017-05-18T00:00:00.000,Transfer,Dog,Neutered Male,2 months,Labrador Retriever/Australian Cattle Dog,Brown/White,Partner
976,A791254,Taco,2019-03-28 13:41:00,2019-03-28T13:41:00.000,2019-02-02T00:00:00.000,Adoption,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White,
977,A730605,*Kirk,2016-07-11 17:19:00,2016-07-11T17:19:00.000,2016-03-07T00:00:00.000,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,
978,A608012,Bella,2019-12-11 06:12:00,2019-12-11T06:12:00.000,2011-11-23T00:00:00.000,Adoption,Dog,Spayed Female,8 years,Cardigan Welsh Corgi/Labrador Retriever,White/Tan,Foster
979,A727306,*Ivy,2016-06-17 12:38:00,2016-06-17T12:38:00.000,2011-05-20T00:00:00.000,Transfer,Dog,Intact Female,5 years,Pit Bull Mix,Black/White,Partner
980,A841164,Hunny,2021-08-30 17:40:00,2021-08-30T17:40:00.000,2020-08-22T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Pit Bull,White/Brown Brindle,
981,A714395,*Handsome,2015-10-31 17:49:00,2015-10-31T17:49:00.000,2015-04-25T00:00:00.000,Transfer,Dog,Neutered Male,6 months,Harrier Mix,White/Brown,Partner
982,A820080,*Theodore,2021-08-23 09:47:00,2021-08-23T09:47:00.000,2013-07-11T00:00:00.000,Adoption,Cat,Neutered Male,8 years,Domestic Shorthair,Brown Tabby,Foster
983,A668448,,2013-12-04 09:41:00,2013-12-04T09:41:00.000,2009-12-04T00:00:00.000,Euthanasia,Other,Unknown,4 years,Raccoon Mix,Black/Gray,Suffering
984,A802474,156 Grams,2019-08-18 18:00:00,2019-08-18T18:00:00.000,2019-08-09T00:00:00.000,Transfer,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Tortie,Partner
985,A582826,Charlie,2015-08-18 11:11:00,2015-08-18T11:11:00.000,2005-08-26T00:00:00.000,Return to Owner,Dog,Neutered Male,9 years,Beagle,Tricolor,
986,A744558,,2017-05-03 15:23:00,2017-05-03T15:23:00.000,2017-02-08T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Chocolate/White,Foster
987,A669788,Stella,2014-07-15 13:51:00,2014-07-15T13:51:00.000,2010-12-27T00:00:00.000,Transfer,Dog,Spayed Female,3 years,Great Dane,Black/White,Partner
988,A783602,,2018-11-03 07:37:00,2018-11-03T07:37:00.000,2018-10-18T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico,Partner
989,A689390,Jules,2014-10-08 11:25:00,2014-10-08T11:25:00.000,2013-10-03T00:00:00.000,Transfer,Dog,Intact Female,1 year,Doberman Pinsch Mix,Black/Brown,Partner
990,A811961,Lucas,2020-01-17 16:54:00,2020-01-17T16:54:00.000,2019-03-13T00:00:00.000,Adoption,Dog,Neutered Male,10 months,American Staffordshire Terrier/Labrador Retriever,Fawn/White,
991,A691208,,2014-11-11 18:13:00,2014-11-11T18:13:00.000,2013-12-31T00:00:00.000,Adoption,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White,
992,A718620,*Toby Sue,2016-03-01 13:53:00,2016-03-01T13:53:00.000,2015-07-23T00:00:00.000,Adoption,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Black/White,
993,A705114,,2015-06-13 15:47:00,2015-06-13T15:47:00.000,2015-06-11T00:00:00.000,Transfer,Dog,Intact Male,2 days,German Shepherd Mix,Brown,Partner
994,A800888,,2019-08-01 15:27:00,2019-08-01T15:27:00.000,2019-07-03T00:00:00.000,Transfer,Dog,Intact Female,4 weeks,Cavalier Span,Black/White,Partner
995,A796517,Chiquis,2019-06-08 12:21:00,2019-06-08T12:21:00.000,2017-06-02T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White,
996,A881605,*Berlin,2023-06-13 19:16:00,2023-06-13T19:16:00.000,2023-04-25T00:00:00.000,Died,Cat,Intact Male,1 month,Domestic Shorthair,Black,In Kennel
997,A772727,Oreo,2018-06-06 18:28:00,2018-06-06T18:28:00.000,2017-12-07T00:00:00.000,Return to Owner,Dog,Spayed Female,5 months,Basset Hound Mix,White/Tricolor,
998,A796856,,2019-06-12 13:31:00,2019-06-12T13:31:00.000,2019-01-06T00:00:00.000,Transfer,Dog,Intact Male,5 months,German Shepherd,Brown,Partner
999,A741753,,2017-01-08 09:00:00,2017-01-08T09:00:00.000,2016-01-07T00:00:00.000,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White,SCRP
